Time,V1,V2,V3,V5,V6,V7,V8,V9,V13,V15,V16,V18,V19,V20,V22,V23,V24,V25,V26,V28,Amount,Class
130734.84214704196,-0.8254228391528139,-0.5257693757680129,-0.3560893050030952,1.4303035170605551,1.1905768106049834,1.1378152720639372,0.12379181313635537,-0.6283867690721078,-0.44276922948643155,0.6619326607297543,-0.23404392107417937,-0.762846061251929,-0.29560059363688646,0.9468339819858349,2.106603959328989,0.2568837240260245,-0.20626294241882837,-0.11558830355098121,-0.47034408731488014,0.14466256631474747,194.35341942065682,0
7518.933986352889,1.413105802419571,3.988846230027441,-3.68159303627987,3.6907766578645265,-1.7855371608360908,1.7945092113527479,-0.18108515434391703,-0.658761724559962,1.5299781789310707,-0.4792114111116673,2.4934625690297354,3.288781846162548,-2.8020858841943674,0.10644002369176944,-0.6275944322245606,-0.7883008815462236,-2.5066695150824296,1.791748343456995,0.5442221210867639,0.07263836965379881,1.087263333594073,1
67858.78476897842,-0.5766923107046482,1.050312513896425,2.0115685378988757,0.14197035550832757,-0.913896005065307,0.7042985715157826,-0.3210337499404414,-0.5424158118082687,-1.1965624466281062,-0.010733637472348595,0.48359530054473393,-0.10865299686026963,0.8706745563423763,-0.060576871093849474,-0.07620273442788117,0.2839305907114044,0.425105688324842,-0.06739715298289709,0.5050172074275974,0.27945198607109956,2.351327488815561,0
48224.42245643287,0.602761524644294,0.3324655743041479,1.797774076579401,0.29667114873612555,-0.05558807646515332,-1.3572430124460284,0.5543955833502175,0.9716943934301658,-2.7887897103888113,-0.07686489796196458,0.09892745087561061,-0.2369052880720821,-0.14515127574452752,-0.12828650596715052,-0.6122693129102182,0.5840632487191554,0.3077998775582459,0.4131280307197655,-0.7776549621265356,0.5289118325723009,11.089660299225608,0
169209.05186005012,-2.0380056543071934,2.945403103131362,-2.4319273285029843,0.04600913405152085,-0.5956539277550942,-0.7810754898688574,1.7886051818414253,-0.6933712928317013,0.4641574302442486,-0.009084594374459798,0.5514316559673713,1.2953266449148646,0.3259822258394038,0.22737178349877096,1.0153110935430651,-0.031168083268944047,0.196656192089383,-0.29556195292758225,0.20868722374644533,-0.5358127300498345,0.6423259524495035,0
94952.12604853125,1.1219156791476483,-0.10888083323589731,-2.851900273820384,0.2571209204105779,-0.6953008646943736,1.3779204872872077,-0.2002332076341784,-0.47625888970999647,1.9528441876723739,-1.7137913084453253,1.6262202965888566,0.8668656461037746,-0.3789483550674433,0.8492681752017094,-0.9833940710348146,-0.08348800711844037,0.32237110427685806,-0.4766571683287221,0.3258441774904199,0.0638911235409756,571.9741623337545,1
46722.383897380205,-0.3650621665349464,1.3995778382831423,0.6695243608373381,0.25307248109400293,-0.48995505303575093,1.5368010074329317,-0.9960497417647044,0.17146632733574174,0.10060406380756681,0.9414415983029241,0.41713855004718164,0.5052597406802748,1.0821184039434666,0.4787545611838308,0.07985633689136101,0.6170105238803463,-0.10656380723565431,-0.272228448067818,0.0026593689435550627,-0.37370730971447097,32.85820688212702,0
122536.31839490554,2.2357649113290785,-0.4028590664750536,-1.2340134082823733,-0.5410126586170356,0.36172985295064564,-0.4009491792867895,0.004369732746271171,1.253936596018211,-1.5868752365294114,0.7032223625943859,0.6317550833508772,0.9861523109025765,0.8875623478649124,-0.5230047323917356,-0.8068647429988529,0.46057258673417045,0.6770559487622868,-0.4438740370547521,-0.8057792734181686,-0.16595791605715496,1.0797446674731896,0
93741.48129014637,-3.0642467387673267,4.040104081369133,-8.737519033119979,-5.101834325204878,-4.687572284219597,-9.655290236598912,2.1428089848898235,-3.1543662078116106,-1.1029705421840417,0.8217001479469046,-13.102978416895672,-6.951317673655219,2.4279683300818697,1.2871172055482447,0.05805158326777138,-0.27746325952195483,0.9821003069880697,0.8338387316491992,-0.6492737654076897,1.40579113503427,0.9014852498951101,1
121069.75014255571,-0.43376822301011153,-0.7700237453625921,0.7851106620620174,-1.019621726632583,-0.24206322160087324,0.4574971755921562,-0.04031335605445316,-2.0543465703557,0.2688753537986368,0.09269533169527983,-0.39097961483253135,0.2885690856831108,-0.645724499163266,-0.8948434925906807,0.041774081257513695,0.27178448093138724,0.021466152148913294,0.09555918180207001,0.005780338207717534,-0.17401231340930792,87.91472503874344,0
40309.26184983959,-5.24339328337829,0.6968409086856026,-2.062402768916119,-1.7625904553302911,-0.9419103576029472,-1.1963803531183295,2.2315800263163266,-1.291067233381302,-1.6670697426459724,0.08960568966086874,1.1581294995372795,0.24991525898172764,1.0776089988614166,-0.36501079288203087,-2.0716878437111284,-0.07365524191219112,0.19398887607731152,-0.18556517247417753,0.48312539160640566,-0.23163467148837708,44.59950662481213,0
166428.92952897347,1.3992644348395336,-1.150535601121031,-1.031665038018484,0.029206565206808074,0.09300927175818688,-0.5802335328281096,-0.005546589087397552,0.8414743318307495,1.03488558099009,-0.4659202353420021,0.9403674193937348,0.4365380718944635,0.7136489379293746,-0.3081841481681948,-0.7026428213828395,-0.2986316476322657,-0.8880813580096047,-0.5674789150824427,-0.7040125905365325,-0.057546242052947116,45.11124520774373,0
130437.06367840765,-3.044866204293468,3.2783573534664776,-1.646239180455865,1.4989272087128804,-0.8762989459592363,1.3511710535767423,-0.11840585039928521,2.4799053170469088,0.7506890453516277,-0.489141688992871,0.6978159712229017,0.7684172635205602,-0.5792798210829251,1.3650071797567038,0.009606646216363202,0.14097230151503326,0.6062701229266608,0.41181406392168785,0.6957779692724329,-0.36355215454063305,10.30812747926206,0
148074.30479311402,-2.2893598334163734,0.3779427009008266,-4.790396001849123,4.809848240127206,-3.114142186157372,-0.8983011487572767,1.0231310767204638,-3.415656146540781,-1.9689802084561405,-1.4658107365049813,1.1363273361276716,2.947540333125425,-1.3924005389296212,0.5489458408063612,-0.6955004939140754,0.478818294150945,-0.44564123266886074,-0.9464180061436798,0.09088066441614079,-0.5818273726184754,0.3751682124533682,1
111675.09594707662,-1.0609758715102644,-1.0939954745871376,1.5091614504580642,0.5646601466984003,-1.1965668278487152,0.3750623534661862,0.4701555375206385,1.2196119277413813,-0.1847746013810223,1.0189335527536583,-0.18213162150026502,0.35613081788956913,0.11622112887721991,0.7245619753027305,-1.0903674639265106,1.018733677507037,-0.299699680428102,-0.21355875425062892,-1.0176888084927374,0.6650693464131153,218.36585485082148,0
48501.06037055605,-2.1151644692111664,1.5241906086362569,-0.7829391647710222,-0.5885735771383278,-1.1333673425963242,-0.029991493628348187,0.8687533689056991,-0.8815009534107504,1.2475967040262592,0.772099304069644,0.36210761826504123,-0.05363185919512191,-0.06882095512059225,-0.5126498056138733,0.42122191160593636,-0.02973752087528502,-0.11087979370826201,0.5216225709263863,0.4878179887098651,-0.42377061208115335,1.4466098763775423,0
